"District","District Name","Founded Incidents","Age","Color","Race","Creed","National Origin","Ancestry","Marital Status","Sex","Religion","Gender Identity","Physical Attributes","Physical/Mental Abilities","Political Belief","Political Party Preference","Socioeconomic Status","Sexual Orientation","Familial Status","Other","Year","County","Enrollment"
2763,"Clayton Ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Clayton",846
1221,"Clear Creek Amana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Johnson",2089
1233,"Clear Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cerro Gordo",1285
1224,"Clearfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
1278,"Clinton","19","0","0","5","0","0","0","1","1","0","1","26","12","1","0","2","5","2","87",2013,"Clinton",3479
1332,"Colfax-Mingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jasper",641
1337,"College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",5253
1350,"Collins-Maxwell","11","0","0","0","0","1","0","0","3","1","2","6","6","0","0","0","6","1","10",2013,"Story",423
1359,"Colo-Nesco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Story",408
1368,"Columbus","85","0","2","4","0","2","0","0","5","0","1","19","4","0","0","2","0","1","107",2013,"Louisa",728
1413,"Coon Rapids-Bayard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Carroll",383
1431,"Corning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Adams",418
1449,"Corwith-Wesley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,NA,NA
1476,"Council Bluffs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",8595
1503,"Creston","16","2","0","0","0","0","0","0","0","0","5","9","2","0","0","0","2","0","4",2013,"Union",1434
1576,"Dallas Center-Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dallas",2753
1602,"Danville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Des Moines",628
1611,"Davenport","62","2","2","3","1","1","0","0","8","0","1","29","12","0","0","4","8","1","20",2013,"Scott",15184
1619,"Davis County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Davis",1217
1638,"Decorah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Winneshiek",1667
1675,"Delwood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Clinton",140
1701,"Denison","22","0","0","2","0","2","0","0","13","0","0","8","4","0","0","3","5","2","9",2013,"Crawford",2098
1719,"Denver","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Bremer",750
1737,"Des Moines","18","0","1","3","1","0","0","0","28","0","0","8","0","0","0","0","3","1","66",2013,"Polk",31609
1782,"Diagonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Ringgold",105
1791,"Dike-New Hartford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Grundy",888
1854,"Dows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
1863,"Dubuque","42","1","2","2","0","1","0","0","10","0","1","6","9","0","0","2","7","0","15",2013,"Dubuque",10419
1908,"Dunkerton","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Black Hawk",442
1926,"Durant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cedar",659
1944,"Eagle Grove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wright",824
1953,"Earlham","23","0","0","0","0","0","0","0","5","0","1","15","3","0","0","1","2","0","6",2013,"Madison",597
1963,"East Buchanan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Buchanan",549
1965,"East Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jackson",458
1967,"East Greene","11","0","0","0","0","0","0","0","4","0","1","5","5","0","0","1","1","1","8",2013,NA,NA
1968,"East Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marshall",856
3978,"East Mills","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Mills",454
6741,"East Sac County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sac",916
1970,"East Union","24","0","0","0","0","0","0","0","3","1","0","16","4","0","0","13","2","2","1",2013,"Union",470
1972,"Eastern Allamakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Allamakee",344
657,"Eddyville-Blakesburg-Fremont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wapello",919
1989,"Edgewood-Colesburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Delaware",515
2007,"Eldora-New Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hardin",548
2016,"Elk Horn-Kimballton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,NA,NA
2088,"Emmetsburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Palo Alto",769
2097,"English Valleys","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Iowa",438
2113,"Essex","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Page",220
2124,"Estherville Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Emmet",1323
2151,"Exira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Shelby",351
2169,"Fairfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jefferson",1675
2205,"Farragut","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fremont",130
2295,"Forest City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Winnebago",1104
2313,"Fort Dodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Webster",3683
2322,"Fort Madison","17","0","0","1","0","0","0","0","8","0","0","5","0","0","0","1","2","0","7",2013,"Lee",1975
2349,"Fredericksburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
2369,"Fremont-Mills","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fremont",453
2376,"Galva-Holstein","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Ida",432
2403,"Garner-Hayfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hancock",1012
2457,"George-Little Rock","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Lyon",440
2466,"Gilbert","15","3","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0","2","14",2013,"Story",1428
2493,"Gilmore City-Bradgate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Humboldt",43
2502,"Gladbrook-Reinbeck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Grundy",461
2511,"Glenwood","16","0","0","0","0","0","0","0","1","0","1","16","2","0","0","0","4","1","5",2013,"Mills",1988
2520,"Glidden-Ralston","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Carroll",311
2682,"GMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Tama",532
2556,"Graettinger-Terril","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Palo Alto",330
2709,"Grinnell-Newburg","19","0","2","2","0","0","0","0","2","0","0","21","6","0","0","1","2","1","37",2013,"Poweshiek",1618
2718,"Griswold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cass",490
2727,"Grundy Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Grundy",690
2754,"Guthrie Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Guthrie",501
2772,"Hamburg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Fremont",182
2781,"Hampton-Dumont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Franklin",1172
2826,"Harlan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Shelby",1512
2834,"Harmony","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Van Buren",254
2846,"Harris-Lake Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dickinson",357
2862,"Hartley-Melvin-Sanborn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"O'Brien",643
2977,"Highland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Washington",639
2988,"Hinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Plymouth",753
2766,"H-L-V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Iowa",342
3029,"Howard-Winneshiek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Howard",1102
3033,"Hubbard-Radcliffe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Hardin",373
3042,"Hudson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Black Hawk",705
3060,"Humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Humboldt",1372
3168,"IKM-Manning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Crawford",641
3105,"Independence","41","3","0","3","0","0","1","0","4","1","0","7","4","0","0","0","1","0","41",2013,"Buchanan",1385
3114,"Indianola","17","1","0","2","0","1","1","0","5","0","3","29","10","0","0","1","2","1","14",2013,"Warren",3523
3119,"Interstate 35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Madison",810
3141,"Iowa City","64","3","4","3","1","1","4","0","13","0","1","31","13","0","0","3","0","0","22",2013,"Johnson",13217
3150,"Iowa Falls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hardin",1141
3154,"Iowa Valley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Iowa",496
3186,"Janesville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Bremer",339
3195,"Jefferson-Scranton","10","0","0","0","0","0","0","0","2","0","0","5","1","0","0","1","0","2","7",2013,"Greene",1255
3204,"Jesup","10","0","0","1","0","0","0","0","2","0","0","3","2","0","0","0","0","3","6",2013,"Buchanan",923
3231,"Johnston","35","0","1","2","0","0","0","0","4","0","0","16","2","0","0","0","1","0","26",2013,"Polk",6747
3312,"Keokuk","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Lee",1797
3330,"Keota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Keokuk",298
3348,"Kingsley-Pierson","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Plymouth",460
3375,"Knoxville","18","1","3","3","0","0","0","0","5","0","0","5","5","0","0","0","3","0","25",2013,"Marion",1681
3420,"Lake Mills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Winnebago",700
3465,"Lamoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Decatur",317
3537,"Laurens-Marathon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pocahontas",259
3555,"Lawton-Bronson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Woodbury",588
3600,"Le Mars","10","0","0","0","0","0","0","0","1","0","1","7","0","0","0","1","1","2","3",2013,"Plymouth",2055
3609,"Lenox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Taylor",483
3645,"Lewis Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",3043
3715,"Linn-Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",7157
3744,"Lisbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",640
3798,"Logan-Magnolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Harrison",647
3816,"Lone Tree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Johnson",451
3841,"Louisa-Muscatine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Louisa",821
3897,"LuVerne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Kossuth",71
3906,"Lynnville-Sully","0","0","0","0","0","0","0","0","2","0","1","7","3","0","0","0","0","0","0",2013,"Jasper",472
3942,"Madrid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Boone",689
4023,"Manson Northwest Webster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Calhoun",737
4033,"Maple Valley-Anthon Oto","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Monona",604
4041,"Maquoketa","56","2","0","1","0","0","0","0","14","0","0","31","26","0","0","0","1","1","8",2013,"Jackson",1365
4043,"Maquoketa Valley","13","1","0","0","0","0","0","0","0","0","0","9","3","0","0","4","0","2","35",2013,"Delaware",690
4068,"Marcus-Meriden-Cleghorn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cherokee",376
4086,"Marion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",2097
4104,"Marshalltown","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marshall",4780
4122,"Martensdale-St Marys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Warren",561
4131,"Mason City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cerro Gordo",3732
4203,"Mediapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Des Moines",857
4212,"Melcher-Dallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marion",338
4419,"MFL MarMac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Clayton",778
4269,"Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jones",465
4271,"Mid-Prairie","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Washington",1281
4356,"Missouri Valley","10","1","0","1","0","0","0","0","1","0","0","13","9","0","0","0","2","1","2",2013,"Harrison",801
4149,"MOC-Floyd Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sioux",1404
4437,"Montezuma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Poweshiek",498
4446,"Monticello",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jones",1088
4491,"Moravia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Appanoose",362
4505,"Mormon Trail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wayne",224
4509,"Morning Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Louisa",113
4518,"Moulton-Udell","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Appanoose",208
4527,"Mount Ayr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Ringgold",630
4536,"Mount Pleasant","13","0","0","0","0","0","0","0","0","0","1","4","2","0","0","0","3","1","15",2013,"Henry",2008
4554,"Mount Vernon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",1292
4572,"Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Clarke",323
4581,"Muscatine","20","1","0","2","0","0","0","0","4","0","0","23","7","1","0","1","2","2","99",2013,"Muscatine",4991
4599,"Nashua-Plainfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Bremer",607
4617,"Nevada","23","4","1","5","0","2","0","0","13","2","0","9","7","0","2","0","1","2","18",2013,"Story",1548
4662,"New Hampton","13","0","0","1","0","0","0","0","5","0","1","5","0","0","0","2","6","0","6",2013,"Chickasaw",995
4689,"New London",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Henry",509
4644,"Newell-Fonda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Buena Vista",473
4725,"Newton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jasper",2821
2673,"Nodaway Valley","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Adair",647
153,"North Butler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Butler",623
3691,"North Cedar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cedar",729
4774,"North Fayette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fayette",762
873,"North Iowa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Winnebago",466
4778,"North Kossuth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Kossuth",277
4777,"North Linn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Linn",613
4776,"North Mahaska","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Mahaska",516
4779,"North Polk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Polk",1510
4784,"North Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Scott",3125
4785,"North Tama County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Tama",453
4787,"North Winneshiek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Winneshiek",115
4773,"Northeast","11","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","8",2013,"Clinton",848
4775,"Northeast Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hamilton",91
4788,"Northwood-Kensett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Worth",521
4797,"Norwalk","11","1","0","1","1","0","0","0","0","0","0","3","0","0","0","1","0","0","10",2013,"Warren",2703
4860,"Odebolt-Arthur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sac",390
4869,"Oelwein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fayette",1222
4878,"Ogden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Boone",714
4890,"Okoboji","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dickinson",939
4905,"Olin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jones",81
4978,"Orient-Macksburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Adair",156
4995,"Osage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Mitchell",950
5013,"Oskaloosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Mahaska",2276
5049,"Ottumwa","13","0","1","2","0","0","0","0","0","0","0","13","2","0","0","2","1","1","3",2013,"Wapello",4343
5121,"Panorama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Guthrie",709
5139,"Paton-Churdan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Greene",199
5160,"PCM","10","0","0","0","0","0","0","0","1","0","0","7","1","0","0","0","3","2","18",2013,"Jasper",1080
5163,"Pekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Keokuk",667
5166,"Pella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marion",2216
5184,"Perry","53","3","0","1","0","0","0","0","7","0","2","34","25","0","0","2","4","3","39",2013,"Dallas",1694
5250,"Pleasant Valley","46","8","3","6","0","3","2","1","2","0","0","61","27","0","0","6","6","4","17",2013,"Scott",4441
5256,"Pleasantville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marion",698
5283,"Pocahontas Area","12","1","1","1","0","0","0","0","2","0","0","3","2","0","0","1","0","1","4",2013,"Pocahontas",673
5310,"Postville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Allamakee",659
5325,"Prairie Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Webster",550
5328,"Prescott","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
5337,"Preston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
5463,"Red Oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Montgomery",1090
5486,"Remsen-Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Plymouth",336
5508,"Riceville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Howard",320
1975,"River Valley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Woodbury",415
5510,"Riverside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",602
