"District","District Name","Founded Incidents","Age","Color","Race","Creed","National Origin","Ancestry","Marital Status","Sex","Religion","Gender Identity","Physical Attributes","Physical/Mental Abilities","Political Belief","Political Party Preference","Socioeconomic Status","Sexual Orientation","Familial Status","Other","Year","County","Enrollment"
18,"Adair-Casey","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Guthrie",273
27,"Adel DeSoto Minburn","19","0","0","1","0","0","0","0","3","0","0","4","2","0","0","0","0","0","8",2016,"Dallas",1679
9,"AGWSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Hardin",553
441,"A-H-S-T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Pottawattamie",626
63,"Akron Westfield","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13",2016,"Plymouth",574
72,"Albert City-Truesdale","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Buena Vista",86
81,"Albia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Monroe",1169
99,"Alburnett","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Linn",603
108,"Alden","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Hardin",226
126,"Algona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Kossuth",1406
135,"Allamakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Allamakee",1131
171,"Alta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Buena Vista",518
225,"Ames","23","0","1","2","0","0","0","0","6","0","3","10","0","0","0","1","8","7","14",2016,"Story",4236
234,"Anamosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jones",1217
243,"Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jackson",147
261,"Ankeny","22","0","0","3","0","1","1","0","4","2","0","12","4","0","0","0","0","0","9",2016,"Polk",10605
279,"Aplington-Parkersburg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Butler",849
355,"Ar-We-Va","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Crawford",220
387,"Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Cass",1461
414,"Audubon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Audubon",525
423,"Aurelia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Cherokee",256
472,"Ballard","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Story",1674
504,"Battle Creek-Ida Grove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Ida",565
513,"Baxter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jasper",432
540,"BCLUW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Grundy",602
549,"Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Taylor",459
576,"Belle Plaine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Benton",526
585,"Bellevue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Jackson",618
594,"Belmond-Klemme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Wright",717
603,"Bennett","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Cedar",70
609,"Benton","13","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","12",2016,"Benton",1420
621,"Bettendorf","59","0","2","7","0","0","0","0","10","1","1","18","2","0","0","1","0","0","32",2016,"Scott",4544
720,"Bondurant-Farrar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Polk",1888
729,"Boone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Boone",1931
747,"Boyden-Hull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Sioux",624
1917,"Boyer Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Harrison",447
846,"Brooklyn-Guernsey-Malcom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Poweshiek",544
882,"Burlington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Des Moines",3861
916,"CAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Franklin",233
918,"Calamus-Wheatland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Clinton",517
914,"CAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Cass",881
936,"Camanche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Clinton",1042
977,"Cardinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Wapello",656
981,"Carlisle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Warren",2011
999,"Carroll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Carroll",1677
1044,"Cedar Falls","37","0","0","2","0","1","1","0","2","1","0","4","3","0","0","0","0","0","32",2016,"Black Hawk",5270
1053,"Cedar Rapids","36","0","3","3","0","0","0","0","10","0","3","16","8","0","0","0","1","0","5",2016,"Linn",15969
1062,"Center Point-Urbana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Linn",1496
1071,"Centerville","20","0","0","1","0","0","0","1","4","1","4","4","5","0","0","0","2","2","4",2016,"Appanoose",1317
1080,"Central","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Clayton",451
1089,"Central City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Linn",436
1093,"Central Decatur","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Decatur",697
1082,"Central DeWitt","12","0","0","0","0","0","0","0","1","0","0","7","0","0","0","0","0","0","4",2016,"Clinton",1468
1079,"Central Lee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Lee",1064
1095,"Central Lyon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Lyon",740
4772,"Central Springs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Worth",737
1107,"Chariton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Lucas",1275
1116,"Charles City","13","0","0","2","0","0","0","0","5","0","0","6","2","0","0","1","0","1","0",2016,"Floyd",1508
1134,"Charter Oak-Ute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Crawford",265
1152,"Cherokee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Cherokee",1006
1197,"Clarinda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Page",1203
1206,"Clarion-Goldfield-Dows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Wright",923
1211,"Clarke","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Clarke",1350
1215,"Clarksville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Butler",310
1218,"Clay Central-Everly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Clay",279
2763,"Clayton Ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Clayton",846
1221,"Clear Creek Amana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Johnson",2089
1233,"Clear Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Cerro Gordo",1285
1278,"Clinton","38","0","0","3","0","0","0","0","4","0","0","10","2","0","0","2","0","2","14",2016,"Clinton",3479
1332,"Colfax-Mingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jasper",641
1337,"College","15","0","1","0","0","1","0","0","3","0","0","6","1","0","0","0","1","0","0",2016,"Linn",5253
1350,"Collins-Maxwell","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Story",423
1359,"Colo-NESCO School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Story",408
1368,"Columbus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Louisa",728
1413,"Coon Rapids-Bayard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Carroll",383
1431,"Corning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Adams",418
1476,"Council Bluffs","33","0","0","1","0","0","0","0","0","0","0","16","8","2","0","1","3","0","1",2016,"Pottawattamie",8595
1503,"Creston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Union",1434
1576,"Dallas Center-Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Dallas",2753
1602,"Danville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Des Moines",628
1611,"Davenport","73","2","2","1","1","1","1","0","7","1","3","26","9","0","0","6","5","2","23",2016,"Scott",15184
1619,"Davis County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Davis",1217
1638,"Decorah Community","35","0","0","0","0","1","0","0","5","3","0","2","6","0","0","4","3","1","14",2016,"Winneshiek",1667
1675,"Delwood","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Clinton",140
1701,"Denison","12","0","0","0","0","0","0","0","4","0","0","1","1","0","0","0","1","0","5",2016,"Crawford",2098
1719,"Denver","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Bremer",750
1737,"Des Moines Independent","38","0","0","0","0","0","0","0","10","0","0","14","3","0","0","0","1","0","10",2016,"Polk",31609
1782,"Diagonal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Ringgold",105
1791,"Dike-New Hartford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Grundy",888
1863,"Dubuque","24","0","2","1","0","0","0","0","1","0","0","7","6","0","0","0","0","0","7",2016,"Dubuque",10419
1908,"Dunkerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Black Hawk",442
1926,"Durant","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Cedar",659
1944,"Eagle Grove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Wright",824
1953,"Earlham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Madison",597
1963,"East Buchanan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Buchanan",549
1968,"East Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Marshall",856
3978,"East Mills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Mills",454
6741,"East Sac County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Sac",916
1970,"East Union","29","0","2","2","0","0","0","0","0","0","0","15","3","0","0","0","2","0","8",2016,"Union",470
1972,"Eastern Allamakee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Allamakee",344
1965,"Easton Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jackson",458
657,"Eddyville-Blakesburg- Fremont CSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Wapello",919
1989,"Edgewood-Colesburg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Delaware",515
2007,"Eldora-New Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Hardin",548
2088,"Emmetsburg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Palo Alto",769
2097,"English Valleys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Iowa",438
2113,"Essex","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Page",220
2124,"Estherville Lincoln","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Emmet",1323
2151,"Exira-Elk Horn-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Shelby",351
2169,"Fairfield","15","0","0","0","0","0","0","0","0","1","2","9","4","0","0","0","1","0","1",2016,"Jefferson",1675
2205,"Farragut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fremont",130
2295,"Forest City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Winnebago",1104
2313,"Fort Dodge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Webster",3683
2322,"Fort Madison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Lee",1975
2369,"Fremont-Mills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fremont",453
2376,"Galva-Holstein","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Ida",432
2403,"Garner-Hayfield","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Hancock",1012
2457,"George-Little Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Lyon",440
2466,"Gilbert","14","0","0","0","0","0","0","0","1","0","0","3","4","0","0","0","0","0","6",2016,"Story",1428
2493,"Gilmore City-Bradgate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Humboldt",43
2502,"Gladbrook-Reinbeck","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Grundy",461
2511,"Glenwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Mills",1988
2520,"Glidden-Ralston","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Carroll",311
2682,"GMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Tama",532
2556,"Graettinger-Terril",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Palo Alto",330
3195,"Greene County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Greene",1255
2709,"Grinnell-Newburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Poweshiek",1618
2718,"Griswold","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Cass",490
2727,"Grundy Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Grundy",690
2754,"Guthrie Center","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Guthrie",501
2772,"Hamburg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Fremont",182
2781,"Hampton-Dumont","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Franklin",1172
2826,"Harlan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Shelby",1512
2834,"Harmony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Van Buren",254
2846,"Harris-Lake Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Dickinson",357
2862,"Hartley-Melvin-Sanborn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"O'Brien",643
2977,"Highland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Washington",639
2988,"Hinton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Plymouth",753
2766,"H-L-V","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Iowa",342
3029,"Howard-Winneshiek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Howard",1102
3033,"Hubbard-Radcliffe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Hardin",373
3042,"Hudson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Black Hawk",705
3060,"Humboldt","20","0","1","1","0","0","0","0","1","0","0","5","0","0","0","2","2","0","8",2016,"Humboldt",1372
3168,"IKM-Manning","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Crawford",641
3105,"Independence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Buchanan",1385
3114,"Indianola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Warren",3523
3119,"Interstate 35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Madison",810
3141,"Iowa City","41","14","13","18","1","3","0","0","25","0","1","27","26","0","0","7","6","0","36",2016,"Johnson",13217
3150,"Iowa Falls","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Hardin",1141
3154,"Iowa Valley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Iowa",496
3186,"Janesville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Bremer",339
3204,"Jesup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Buchanan",923
3231,"Johnston","16","0","0","1","0","0","0","0","3","0","0","3","0","0","0","1","1","0","7",2016,"Polk",6747
3312,"Keokuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Lee",1797
3330,"Keota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Keokuk",298
3348,"Kingsley-Pierson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Plymouth",460
3375,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Marion",1681
3420,"Lake Mills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Winnebago",700
3465,"Lamoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Decatur",317
3537,"Laurens-Marathon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Pocahontas",259
3555,"Lawton-Bronson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Woodbury",588
3600,"Le Mars","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Plymouth",2055
3609,"Lenox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Taylor",483
3645,"Lewis Central","19","0","0","3","0","0","0","0","4","0","0","7","2","0","0","0","1","1","5",2016,"Pottawattamie",3043
3715,"Linn-Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Linn",7157
3744,"Lisbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Linn",640
3798,"Logan-Magnolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Harrison",647
3816,"Lone Tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Johnson",451
3841,"Louisa-Muscatine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Louisa",821
3897,"LuVerne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Kossuth",71
3906,"Lynnville-Sully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jasper",472
3942,"Madrid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Boone",689
4023,"Manson Northwest Webster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Calhoun",737
4033,"Maple Valley-Anthon Oto","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Monona",604
4041,"Maquoketa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Jackson",1365
4043,"Maquoketa Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Delaware",690
4068,"Marcus-Meriden-Cleghorn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Cherokee",376
4086,"Marion Independent","31","0","0","0","0","0","0","0","6","0","0","15","8","0","0","0","3","1","19",2016,"Linn",2097
4104,"Marshalltown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Marshall",4780
4122,"Martensdale-St Marys","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Warren",561
4131,"Mason City","16","1","2","2","0","1","1","0","2","0","0","0","0","0","0","0","0","0","7",2016,"Cerro Gordo",3732
4203,"Mediapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Des Moines",857
4212,"Melcher-Dallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Marion",338
4419,"MFL MarMac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Clayton",778
4269,"Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Jones",465
4271,"Mid-Prairie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Washington",1281
4356,"Missouri Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Harrison",801
4149,"MOC-Floyd Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Sioux",1404
4437,"Montezuma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Poweshiek",498
4446,"Monticello","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Jones",1088
4491,"Moravia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016,"Appanoose",362
4505,"Mormon Trail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Wayne",224
4509,"Morning Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Louisa",113
4518,"Moulton-Udell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Appanoose",208
4527,"Mount Ayr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Ringgold",630
